id,key,value,type
101188144,source,WroclawGIS,regular
101188155,building:ID,141993,WroclawGIS
101188155,building,yes,regular
101188155,source,WroclawGIS,regular
101188181,building:ID,22415,WroclawGIS
101188181,building,yes,regular
101188181,source,WroclawGIS,regular
101188185,building:ID,8039,WroclawGIS
101188185,building,yes,regular
101188185,levels,1,building
101188185,material,plaster,building
101188185,colour,#787878,roof
101188185,shape,flat,roof
101188192,building:ID,60354,WroclawGIS
101188192,building,yes,regular
101188192,source,WroclawGIS,regular
101188199,building:ID,36431,WroclawGIS
101188199,building,yes,regular
101188202,building:ID,43364,WroclawGIS
101188202,building,yes,regular
101188202,source,WroclawGIS,regular
101188210,building:ID,90732,WroclawGIS
101188210,building,yes,regular
101188212,building:ID,74928,WroclawGIS
101188212,building,yes,regular
101188215,building:ID,81937,WroclawGIS
101188215,building,yes,regular
101188215,source,WroclawGIS,regular
101188226,building:ID,131747,WroclawGIS
101188226,city,Wrocław,addr
101188226,country,PL,addr
101188226,housenumber,42a-44a,addr
101188226,postcode,50-258,addr
101188226,street,Jedności Narodowej,addr
101188226,street:sym_ul,07435,addr
101188226,building,yes,regular
101188229,building:ID,160712,WroclawGIS
101188229,building,yes,regular
101188229,source,WroclawGIS,regular
101188230,building:ID,64801,WroclawGIS
101188230,building,yes,regular
101188232,building:ID,107896,WroclawGIS
101188232,building,yes,regular
101188232,source,WroclawGIS,regular
101188259,building:ID,54788,WroclawGIS
101188259,building,yes,regular
101188284,building:ID,44652,WroclawGIS
101188284,building,yes,regular
101188288,building:ID,139066;4772,WroclawGIS
101188288,city,Wrocław,addr
101188288,country,PL,addr
101188288,housenumber,12,addr
101188288,postcode,50-266,addr
101188288,street,Świętej Jadwigi,addr
101188288,street:sym_ul,07014,addr
101188288,building,university,regular
101188302,building:ID,83183,WroclawGIS
101188302,building,yes,regular
101188308,building:ID,125458,WroclawGIS
101188308,building,yes,regular
101188308,heritage,2,regular
101188308,operator,nid,heritage
101188308,historic,building,regular
101188308,name,Kamienica pod Błękitnym Słońcem,regular
101188308,de,Haus Zur Blauen Sonne,name
101188308,nid,A-599225 497/Wm z 25.10.1992,ref
101188308,start_date,late C15..early C16,regular
101188308,wikidata,Q11734141,regular
101188308,wikipedia,pl:Kamienica Pod Błękitnym Słońcem,regular
101188313,building:ID,28175,WroclawGIS
101188313,building,yes,regular
101188313,heritage,2,regular
101188313,operator,nid,heritage
101188313,historic,building,regular
101188313,nid,A-599013 514/Wm z 24.03.1993,ref
101188313,start_date,1853,regular
101188318,building:ID,132857,WroclawGIS
101188318,building,yes,regular
101188333,building:ID,18021,WroclawGIS
101188333,building,yes,regular
101188334,building:ID,24995,WroclawGIS
101188334,building,yes,regular
101188365,building:ID,122624,WroclawGIS
101188365,building,yes,regular
101188365,source,WroclawGIS,regular
101188370,building:ID,38933,WroclawGIS
101188370,building,yes,regular
101188373,building:ID,140268,WroclawGIS
101188373,source,WroclawGIS,regular
101188377,building:ID,53174,WroclawGIS
101188377,building,yes,regular
101188377,colour,#efe1e1,building
101188377,levels,5,building
101188377,colour,#787878,roof
101188377,shape,flat,roof
101188380,OBJECTID_height_lidar,55889,regular
101188380,building:ID,77540,WroclawGIS
101188380,building,yes,regular
101188380,colour,#ffe0a0,building
101188380,height,3.01,regular
101188380,colour,#787878,roof
101188380,shape,flat,roof
101188380,source,WroclawGIS,regular
101188380,height,lidar_ALS-2015_UM_W-w_height-max,source
101188382,building:ID,110781,WroclawGIS
101188382,building,yes,regular
101188382,source,WroclawGIS,regular
101188389,building:ID,29299,WroclawGIS
101188389,building,yes,regular
101188389,colour,#efe1e1,building
101188389,levels,5,building
101188389,colour,#787878,roof
101188389,shape,flat,roof
101188392,building:ID,44858,WroclawGIS
101188392,building,yes,regular
101188392,levels,1,building
101188392,colour,#787878,roof
101188392,shape,flat,roof
101188395,building:ID,4857,WroclawGIS
101188395,building,yes,regular
101188395,source,WroclawGIS,regular
101188397,building:ID,134505,WroclawGIS
101188397,building,yes,regular
101188397,source,WroclawGIS,regular
101188401,building:ID,100257,WroclawGIS
101188401,building,yes,regular
101188401,source,WroclawGIS,regular
101188404,building:ID,126893,WroclawGIS
101188404,building,yes,regular
101188408,building:ID,19443,WroclawGIS
101188408,building,yes,regular
101188408,source,WroclawGIS,regular
101188412,building:ID,34805,WroclawGIS
101188412,building,yes,regular
101188418,building:ID,41744,WroclawGIS
101188418,amenity,waste_disposal,regular
101188418,building,yes,regular
101188418,source,WroclawGIS,regular
101188424,building:ID,156046,WroclawGIS
101188448,building:ID,31991,WroclawGIS
101188448,building,yes,regular
101188462,building:ID,112136,WroclawGIS
101188462,building,university,regular
101188477,building:ID,45953,WroclawGIS
101188477,building,yes,regular
101188477,source,WroclawGIS,regular
101188486,building:ID,94886,WroclawGIS
101188486,part,yes,building
101188486,height,0.1,regular
101188489,building:ID,69296,WroclawGIS
101188489,building,yes,regular
101188493,building:ID,101501,WroclawGIS
101188493,building,yes,regular
101188494,building:ID,85748,WroclawGIS
101188494,building,yes,regular
101188494,source,WroclawGIS,regular
101188503,OBJECTID_height_lidar,65909,regular
101188503,building:ID,11985,WroclawGIS
101188503,building,yes,regular
101188503,colour,#ffe0a0,building
101188503,height,20.77,regular
101188503,colour,#787878,roof
101188503,shape,flat,roof
101188503,source,WroclawGIS,regular
101188503,height,lidar_ALS-2015_UM_W-w_height-max,source
101188510,building:ID,2963,WroclawGIS
101188510,source,WroclawGIS,regular
101188513,building:ID,143236,WroclawGIS
101188513,building,yes,regular
101188513,source,WroclawGIS,regular
101188519,building:ID,91793,WroclawGIS
101188519,building,yes,regular
101188519,source,WroclawGIS,regular
101188527,building:ID,116624,WroclawGIS
101188527,building,yes,regular
101188527,source,WroclawGIS,regular
101188539,building:ID,132603,WroclawGIS
101188539,building,yes,regular
101188539,power,transformer,regular
101188539,source,WroclawGIS,regular
101188540,building:ID,157902,WroclawGIS
101188540,amenity,social_facility,regular
101188540,building,yes,regular
101188540,name,Dom Pomocy Społecznej Sióstr Franciszkanek,regular
101188540,opening_hours,unknown,regular
101188540,operator,Zgromadzenie Sióstr Franciszkanek Maryi Nieustającej Pomocy,regular
101188540,social_facility,shelter,regular
101188540,source,WroclawGIS,regular
101188548,building:ID,72049,WroclawGIS
101188548,building,yes,regular
101188548,source,WroclawGIS,regular
101188550,building:ID,113019,WroclawGIS
101188550,building,yes,regular
101188555,building:ID,23258,WroclawGIS
101188555,building,yes,regular
101188555,material,brick,building
101188555,height,2.6,regular
101188555,colour,#787878,roof
101188555,shape,flat,roof
101188558,building:ID,7508,WroclawGIS
101188558,building,yes,regular
101188558,source,WroclawGIS,regular
101188575,building:ID,96253,WroclawGIS
101188575,building,yes,regular
101188575,source,WroclawGIS,regular
101188591,building:ID,12973,WroclawGIS
101188591,city,Wrocław,addr
101188591,country,PL,addr
101188591,housenumber,52,addr
101188591,postcode,50-349,addr
101188591,street,Henryka Sienkiewicza,addr
101188591,street:sym_ul,19834,addr
101188591,building,yes,regular
101188591,source,WroclawGIS,regular
101188594,building:ID,37423,WroclawGIS
101188594,building,yes,regular
101188604,building:ID,4137,WroclawGIS
101188604,building,yes,regular
101188605,building:ID,137555,WroclawGIS
101188605,building,yes,regular
101188620,building:ID,93294,WroclawGIS
101188620,building,yes,regular
101188620,source,WroclawGIS,regular
101188623,building:ID,76143,WroclawGIS
101188623,building,yes,regular
101188628,building:ID,125169,WroclawGIS
101188628,building,yes,regular
101188637,building:ID,34426,WroclawGIS
101188637,building,yes,regular
101188643,building:ID,160089,WroclawGIS
101188643,building,yes,regular
101188643,source,WroclawGIS,regular
101188654,building:ID,24579,WroclawGIS
101188654,building,yes,regular
101188654,colour,#efe1e1,building
101188654,levels,6,building
101188654,colour,#787878,roof
101188654,shape,flat,roof
101188665,building:ID,56061,WroclawGIS
101188665,building,yes,regular
101188665,source,WroclawGIS,regular
101188668,building:ID,97320,WroclawGIS
101188668,building,yes,regular
101188670,building:ID,62524,WroclawGIS
101188670,building,yes,regular
101188675,building:ID,87130,WroclawGIS
101188675,building,yes,regular
101188675,colour,#efe1e1,building
101188675,levels,5,building
101188675,colour,#787878,roof
101188675,shape,flat,roof
101188676,building:ID,122528,WroclawGIS
101188676,building,yes,regular
101188681,building:ID,145841,WroclawGIS
101188681,building,yes,regular
101188681,height,0.1,regular
101188690,building:ID,29019,WroclawGIS
101188690,city,Wrocław,addr
101188690,country,PL,addr
101188690,housenumber,36,addr
101188690,postcode,50-338,addr
101188690,street,Mikołaja Reja,addr
101188690,street:sym_ul,18565,addr
101188690,building,yes,regular
101188690,source,WroclawGIS,regular
101188693,building:ID,45758,WroclawGIS
101188693,building,yes,regular
101188693,height,11.7,regular
101188693,colour,#C06400,roof
101188693,height,4.7,roof
101188693,levels,"1,5",roof
101188693,shape,gabled,roof
101188695,OBJECTID_height_lidar,40554,regular
101188695,building:ID,135644,WroclawGIS
101188695,building,yes,regular
101188695,colour,#ffe0a0,building
101188695,height,3.63,regular
101188695,height,lidar_ALS-2015_UM_W-w_height-max,source
101188701,building:ID,74404,WroclawGIS
101188701,building,yes,regular
101188707,building:ID,35608,WroclawGIS
101188707,building,yes,regular
101188707,colour,#efe1e1,building
101188707,levels,5,building
101188707,colour,#787878,roof
101188707,shape,flat,roof
101188709,building:ID,40235,WroclawGIS
101188709,building,yes,regular
101188714,building:ID,57398,WroclawGIS
101188714,building,yes,regular
101188714,source,WroclawGIS,regular
101188719,building:ID,114035,WroclawGIS
101188723,building:ID,25826,WroclawGIS
101188723,building,yes,regular
101188736,building:ID,78860,WroclawGIS
101188736,building,yes,regular
101188736,source,WroclawGIS,regular
101188742,building:ID,15646,WroclawGIS
101188742,building,yes,regular
101188742,source,WroclawGIS,regular
101188743,building:ID,20490,WroclawGIS
101188743,building,yes,regular
101188748,building:ID,7057,WroclawGIS
101188748,building,yes,regular
101188748,source,WroclawGIS,regular
101188751,building:ID,153301,WroclawGIS
101188751,building,yes,regular
101188751,source,WroclawGIS,regular
101188755,building:ID,68994,WroclawGIS
101188755,building,yes,regular
101188755,source,WroclawGIS,regular
101188762,building:ID,10476,WroclawGIS
101188762,building,yes,regular
101188762,source,WroclawGIS,regular
101188766,building:ID,41255,WroclawGIS
101188766,building,yes,regular
101188770,building:ID,142958,WroclawGIS
101188770,building,yes,regular
101188770,source,WroclawGIS,regular
101188778,building:ID,115920,WroclawGIS
101188778,building,yes,regular
101188781,building:ID,80060,WroclawGIS
101188781,building,yes,regular
101188785,building:ID,27397,WroclawGIS
101188785,building,yes,regular
101188785,source,WroclawGIS,regular
101188792,building:ID,157188,WroclawGIS
101188792,building,yes,regular
101188800,building:ID,105897,WroclawGIS
101188800,building,yes,regular
101188800,source,WroclawGIS,regular
101188812,building:ID,21791,WroclawGIS
101188812,building,yes,regular
101188812,source,WroclawGIS,regular
101188813,building:ID,48294,WroclawGIS
101188813,building,yes,regular
101188824,building:ID,55566,WroclawGIS
101188824,building,yes,regular
101188827,building:ID,95916,WroclawGIS
101188827,building,yes,regular
101188840,building:ID,129187,WroclawGIS
101188840,building,yes,regular
101188855,OBJECTID_height_lidar,30819,regular
101188855,building:ID,137254,WroclawGIS
101188855,building,yes,regular
101188855,colour,#ffe0a0,building
101188855,height,2.15,regular
101188855,height,lidar_ALS-2015_UM_W-w_height-max,source
101188874,building:ID,81308,WroclawGIS
101188874,building,yes,regular
101188874,heritage,2,regular
101188874,operator,nid,heritage
101188874,historic,building,regular
101188874,nid,A-599093 224 z 30.12.1970- Dla kam.nr 10,ref
101188874,start_date,xx,regular
101188886,building:ID,28772,WroclawGIS
101188886,city,Wrocław,addr
101188886,housenumber,18,addr
101188886,postcode,50-244,addr
101188886,street,Plac Świętego Macieja,addr
101188886,street:sym_ul,11834,addr
101188886,building,yes,regular
101188889,building:ID,33027,WroclawGIS
101188889,building,yes,regular
101188899,building:ID,160056,WroclawGIS
101188899,building,yes,regular
101188899,source,WroclawGIS,regular
101188906,building:ID,107141,WroclawGIS
101188906,building,yes,regular
101188906,source,WroclawGIS,regular
101188915,building:ID,18466,WroclawGIS
101188915,building,yes,regular
101188915,heritage,2,regular
101188915,operator,nid,heritage
101188915,historic,building,regular
101188915,nid,A-723981 A/1094 z 19.11.2008,ref
101188915,start_date,1911,regular
101188919,building:ID,49391,WroclawGIS
101188919,building,yes,regular
101188931,building:ID,148446,WroclawGIS
101188931,building,yes,regular
101188931,source,WroclawGIS,regular
101188949,building:ID,130783,WroclawGIS
101188949,city,Wrocław,addr
101188949,country,PL,addr
101188949,housenumber,37-38,addr
101188949,postcode,50-079,addr
101188949,street,Ruska,addr
101188949,street:sym_ul,19119,addr
101188949,building,yes,regular
101188953,building:ID,12901,WroclawGIS
101188953,building,yes,regular
101188972,building:ID,78182,WroclawGIS
101188972,building,yes,regular
101188972,source,WroclawGIS,regular
101188987,building:ID,135228,WroclawGIS
101188987,building,yes,regular
101189000,building:ID,19909,WroclawGIS
101189000,building,yes,regular
101189007,building:ID,150511,WroclawGIS
101189007,building,yes,regular
101189007,source,WroclawGIS,regular
101189011,OBJECTID_height_lidar,55884,regular
101189011,building:ID,58201,WroclawGIS
101189011,building,yes,regular
101189011,colour,#ffe0a0,building
101189011,height,17.12,regular
101189011,colour,#787878,roof
101189011,shape,flat,roof
101189011,source,WroclawGIS,regular
101189011,height,lidar_ALS-2015_UM_W-w_height-max,source
101189014,building:ID,98331,WroclawGIS
101189014,building,yes,regular
101189018,building:ID,115173,WroclawGIS
101189018,building,yes,regular
101189018,source,WroclawGIS,regular
101189019,building:ID,89246,WroclawGIS
101189019,building,yes,regular
101189026,building:ID,30123,WroclawGIS
101189026,building,yes,regular
101189032,building:ID,146690,WroclawGIS
101189032,building,yes,regular
101189032,source,WroclawGIS,regular
101189038,building:ID,105464,WroclawGIS
101189038,building,yes,regular
101189041,building:ID,110092,WroclawGIS
101189041,building,yes,regular
101189047,building:ID,46627,WroclawGIS
101189047,building,yes,regular
101189047,source,WroclawGIS,regular
101189051,building:ID,136581,WroclawGIS
101189051,building,yes,regular
101189051,colour,#efe1e1,building
101189051,levels,5,building
101189051,colour,#787878,roof
101189051,shape,flat,roof
101189061,building:ID,10070,WroclawGIS
101189061,building,yes,regular
101189061,heritage,2,regular
101189061,operator,nid,heritage
101189061,historic,building,regular
101189061,name,Kamienica Artzatów,regular
101189061,nid,A-599085 92 z 12.02.1962,ref
101189061,start_date,1550..1599,regular
101189061,wikidata,Q30059380,regular
101189064,building:ID,40903,WroclawGIS
101189064,building,yes,regular
101189064,source,WroclawGIS,regular
101189065,building:ID,1078,WroclawGIS
101189065,building,yes,regular
101189080,building:ID,27038,WroclawGIS
101189080,building,yes,regular
101189080,colour,#efe1e1,building
101189080,levels,5,building
101189080,colour,#787878,roof
101189080,shape,flat,roof
101189087,building:ID,159734,WroclawGIS
101189087,building,yes,regular
101189098,building:ID,148276,WroclawGIS
101189098,building,yes,regular
101189113,building:ID,130125,WroclawGIS
101189113,building,yes,regular
101189114,building:ID,11306,WroclawGIS
101189114,city,Wrocław,addr
101189114,country,PL,addr
101189114,housenumber,3,addr
101189114,postcode,50-334,addr
101189114,street,Rozbrat,addr
101189114,street:sym_ul,18932,addr
101189114,building,yes,regular
101189114,source,WroclawGIS,regular
101189116,building:ID,37976,WroclawGIS
101189116,building,yes,regular
101189120,building:ID,2192,WroclawGIS
101189120,building,yes,regular
101189126,building:ID,50767,WroclawGIS
101189126,building,yes,regular
101189127,building:ID,91320,WroclawGIS
101189127,building,yes,regular
101189137,building:ID,125791,WroclawGIS
101189137,building,yes,regular
101189138,building:ID,28311,WroclawGIS
101189138,building,yes,regular
101189138,source,WroclawGIS,regular
101189141,building:ID,32766,WroclawGIS
101189141,building,yes,regular
101189152,building:ID,18216,WroclawGIS
101189152,building,yes,regular
101189152,levels,6,building
101189152,material,brick,building
101189152,name,"dawna piekarnia ""Mamut""",regular
101189152,material,roof_tiles,roof
101189152,shape,gabled,roof
101189154,building:ID,49109,WroclawGIS
101189154,building,yes,regular
101189159,building:ID,97914,WroclawGIS
101189159,building,yes,regular
101189159,source,WroclawGIS,regular
101189161,building:ID,102253,WroclawGIS
101189161,building,yes,regular
101189162,building:ID,87584,WroclawGIS
101189162,building,yes,regular
101189162,source,WroclawGIS,regular
101189163,building:ID,130443,WroclawGIS
101189163,building,yes,regular
101189163,source,WroclawGIS,regular
101189168,building:ID,139296,WroclawGIS
101189168,building,yes,regular
101189173,building:ID,77859,WroclawGIS
101189173,building,yes,regular
101189173,source,WroclawGIS,regular
101189175,building:ID,82427,WroclawGIS
101189175,building,yes,regular
101189175,source,WroclawGIS,regular
101189179,building:ID,67981,WroclawGIS
101189179,building,yes,regular
101189179,source,WroclawGIS,regular
101189180,building:ID,108408,WroclawGIS
101189180,building,yes,regular
101189180,source,WroclawGIS,regular
101189184,building:ID,23982,WroclawGIS
101189184,building,yes,regular
101189185,building:ID,40661,WroclawGIS
101189185,building,yes,regular
101189185,source,WroclawGIS,regular
101189190,building:ID,57905,WroclawGIS
101189190,building,yes,regular
101189192,building:ID,98096,WroclawGIS
101189192,building,yes,regular
101189192,colour,#efe1e1,building
101189192,levels,5,building
101189192,colour,#787878,roof
101189192,shape,flat,roof
101189196,building:ID,88895,WroclawGIS
101189196,building,yes,regular
101189196,source,WroclawGIS,regular
101189197,building:ID,121487,WroclawGIS
101189197,building,yes,regular
101189197,source,WroclawGIS,regular
101189200,building:ID,31019,WroclawGIS
101189200,building,yes,regular
101189201,building:ID,140859,WroclawGIS
101189201,building,yes,regular
101189204,building:ID,105078,WroclawGIS
101189204,building,yes,regular
101189205,building:ID,79461,WroclawGIS
101189205,building,yes,regular
101189215,building:ID,73749,WroclawGIS
101189215,building,yes,regular
101189215,source,WroclawGIS,regular
101189218,building:ID,11004,WroclawGIS
101189218,building,yes,regular
101189218,colour,#efe1e1,building
101189218,levels,6,building
101189218,colour,#787878,roof
101189218,shape,flat,roof
101189227,building:ID,59355,WroclawGIS
101189227,building,yes,regular
101189232,building:ID,63483,WroclawGIS
101189232,building,yes,regular
101189232,colour,#efe1e1,building
101189232,levels,4,building
101189232,office,government,regular
101189232,colour,#787878,roof
101189232,shape,flat,roof
101189233,building:ID,116998,WroclawGIS
101189233,building,yes,regular
101189235,building:ID,80508,WroclawGIS
101189235,building,yes,regular
101189235,source,WroclawGIS,regular
101189238,building:ID,25411,WroclawGIS
101189238,building,yes,regular
101189240,building:ID,32186,WroclawGIS
101189240,building,yes,regular
101189240,source,WroclawGIS,regular
101189241,building:ID,142052,WroclawGIS
101189241,building,yes,regular
101189260,building:ID,46566,WroclawGIS
101189260,building,yes,regular
101189264,building:ID,147706,WroclawGIS
101189264,building,yes,regular
101189267,building,office,regular
101189283,building:ID,50465,WroclawGIS
101189283,building,yes,regular
101189286,building:ID,119267,WroclawGIS
101189286,building,yes,regular
101189289,building:ID,26663,WroclawGIS
101189289,building,yes,regular
101189289,source,WroclawGIS,regular
101189291,building:ID,131799,WroclawGIS
101189291,building,yes,regular
101189291,source,WroclawGIS,regular
101189300,building:ID,23801,WroclawGIS
101189300,building,yes,regular
101189300,heritage,2,regular
101189300,operator,nid,heritage
101189300,historic,building,regular
101189300,nid,A-599138 117 z 15.02.1962,ref
101189300,start_date,late C18..early C19,regular
101189301,building:ID,47607,WroclawGIS
101189301,building,yes,regular
101189304,building:ID,153869,WroclawGIS
101189304,building,yes,regular
101189313,building:ID,13519,WroclawGIS
101189313,building,yes,regular
101189313,source,WroclawGIS,regular
101189317,building:ID,138934,WroclawGIS
101189317,building,yes,regular
101189317,source,WroclawGIS,regular
101189318,building:ID,143689,WroclawGIS
101189318,building,yes,regular
101189318,source,WroclawGIS,regular
101189321,building:ID,76314,WroclawGIS
101189321,building,yes,regular
101189321,description,"Nowy Ratusz, XV, 1859 Wrocław, ul. Sukiennice 9 / Rynek Ratusz 3/6-źr NID",regular
101189321,heritage,2,regular
101189321,operator,nid,heritage
101189321,historic,building,regular
101189321,nid,A-598732 206 z 30.12.1970,ref
101189321,start_date,1859,regular
101189327,OBJECTID_height_lidar,52974,regular
101189327,building:ID,132887,WroclawGIS
101189327,building,yes,regular
101189327,colour,#ffe0a0,building
101189327,height,3.94,regular
101189327,height,lidar_ALS-2015_UM_W-w_height-max,source
101189328,building:ID,66281,WroclawGIS
101189328,city,Wrocław,addr
101189328,country,PL,addr
101189328,housenumber,19,addr
101189328,postcode,50-337,addr
101189328,street,Łukasza Górnickiego,addr
101189328,street:sym_ul,05961,addr
101189328,building,yes,regular
101189328,source,WroclawGIS,regular
101189332,building:ID,18105,WroclawGIS
101189332,building,yes,regular
101189332,name,F-4,regular
101189332,source,WroclawGIS,regular
101189337,building:ID,151201,WroclawGIS
101189337,building,yes,regular
101189338,building:ID,154892,WroclawGIS
101189338,building,yes,regular
101189340,building:ID,56264,WroclawGIS
101189340,building,yes,regular
101189341,building:ID,99014,WroclawGIS
101189341,building,yes,regular
101189353,building:ID,103475,WroclawGIS
101189353,building,yes,regular
101189353,levels,1,building
101189353,material,plaster,building
101189353,colour,#787878,roof
101189353,shape,flat,roof
101189360,building:ID,14620,WroclawGIS
101189360,building,yes,regular
101189365,building:ID,30758,WroclawGIS
101189365,building,yes,regular
101189391,building:ID,110697,WroclawGIS
101189391,building,yes,regular
101189417,building:ID,67902,WroclawGIS
101189417,building,yes,regular
101189426,building:ID,74595,WroclawGIS
101189426,building,yes,regular
101189436,building:ID,19493,WroclawGIS
101189436,part,yes,building
101189436,height,7.17,regular
101189436,height,2.85,roof
101189436,shape,hipped,roof
101189446,OBJECTID_height_lidar,52151,regular
101189446,building:ID,152288,WroclawGIS
101189446,building,yes,regular
101189446,colour,#ffe0a0,building
101189446,height,4.18,regular
101189446,power,substation,regular
101189446,source,WroclawGIS,regular
101189446,height,lidar_ALS-2015_UM_W-w_height-max,source
101189450,building:ID,156061,WroclawGIS
101189451,building:ID,57833,WroclawGIS
101189451,building,yes,regular
101189451,source,WroclawGIS,regular
101189454,building:ID,90319,WroclawGIS
101189458,building:ID,114427,WroclawGIS
101189458,building,yes,regular
101189458,source,WroclawGIS,regular
101189463,building:ID,141788,WroclawGIS
101189463,building,yes,regular
101189469,building:ID,14880,WroclawGIS
101189469,building,yes,regular
101189469,source,WroclawGIS,regular
101189476,building:ID,69210,WroclawGIS
101189476,building,yes,regular
101189481,building:ID,11852,WroclawGIS
101189481,building,yes,regular
101189481,name,F-50,regular
101189481,source,WroclawGIS,regular
101189495,building:ID,33284,WroclawGIS
101189495,building,yes,regular
101189502,building:ID,113024,WroclawGIS
101189502,part,yes,building
101189502,height,34.5,regular
101189502,min_height,20,regular
101189502,note,model 3D mocno uproszczony - do poprawy,regular
101189502,colour,#737373,roof
101189502,shape,flat,roof
101189502,source,WroclawGIS,regular
101189502,building:part,WroclawGIS,source
101189505,building:ID,23447,WroclawGIS
101189505,building,yes,regular
101189506,building:ID,47346,WroclawGIS
101189506,building,yes,regular
101189507,building:ID,7564,WroclawGIS
101189507,building,yes,regular
101189510,building:ID,154701,WroclawGIS
101189510,building,yes,regular
101189519,building:ID,131011,WroclawGIS
101189519,building,yes,regular
101189524,building:ID,37468,WroclawGIS
101189524,building,yes,regular
101189533,building:ID,144441,WroclawGIS
101189533,building,yes,regular
101189533,source,WroclawGIS,regular
101189544,building:ID,83073,WroclawGIS
101189544,building,dormitory,regular
101189544,name,"Dom Studencki ""Talizman""",regular
101189544,operator,Uniwersytet Przyrodniczy we Wrocławiu,regular
101189544,source,WroclawGIS,regular
101189551,OBJECTID_height_lidar,52915,regular
101189551,building:ID,34330,WroclawGIS
101189551,building,yes,regular
101189551,colour,#ffe0a0,building
101189551,height,3.4,regular
101189551,height,lidar_ALS-2015_UM_W-w_height-max,source
101189555,building:ID,133969,WroclawGIS
101189555,city,Wrocław,addr
101189555,country,PL,addr
101189555,housenumber,75,addr
101189555,postcode,50-332,addr
101189555,street,Kardynała Stefana Wyszyńskiego,addr
101189555,street:sym_ul,25107,addr
101189555,building,yes,regular
101189555,source,WroclawGIS,regular
101189558,building:ID,160369,WroclawGIS
101189558,building,yes,regular
101189565,building:ID,73025,WroclawGIS
101189565,building,yes,regular
101189570,building:ID,9247,WroclawGIS
101189570,building,yes,regular
101189570,source,WroclawGIS,regular
101189573,building:ID,55958,WroclawGIS
101189573,building,yes,regular
101189574,building:ID,97363,WroclawGIS
101189574,building,yes,regular
101189578,building:ID,122516,WroclawGIS
101189578,building,yes,regular
101189586,building:ID,110382,WroclawGIS
101189586,building,yes,regular
101189586,source,WroclawGIS,regular
101189590,building:ID,5757,WroclawGIS
101189590,building,yes,regular
101189590,source,WroclawGIS,regular
101189601,building:ID,74322,WroclawGIS
101189601,city,Wrocław,addr
101189601,country,PL,addr
101189601,housenumber,14,addr
101189601,postcode,50-043,addr
101189601,street,Podwale,addr
101189601,street:sym_ul,16874,addr
101189601,building,yes,regular
101189607,building:ID,19151,WroclawGIS
101189607,city,Wrocław,addr
101189607,country,PL,addr
101189607,housenumber,51,addr
101189607,postcode,50-317,addr
101189607,street,Bolesława Prusa,addr
101189607,street:sym_ul,17577,addr
101189607,building,yes,regular
101189607,source,WroclawGIS,regular
101189611,building:ID,40091,WroclawGIS
101189611,building,yes,regular
101189614,building:ID,150870,WroclawGIS
101189614,building,yes,regular
101189614,source,WroclawGIS,regular
101189622,building:ID,114040,WroclawGIS
101189622,building,yes,regular
101189629,building:ID,26073,WroclawGIS
101189629,building,yes,regular
101189629,colour,#efe1e1,building
101189629,levels,5,building
101189629,colour,#787878,roof
101189629,shape,flat,roof
101189662,building:ID,5946,WroclawGIS
101189662,building,yes,regular
101189662,colour,#efe1e1,building
101189662,levels,5,building
101189662,colour,#787878,roof
101189662,shape,flat,roof
101189666,building:ID,135773,WroclawGIS
101189666,building,yes,regular
101189680,building:ID,127860,WroclawGIS
101189680,building,yes,regular
101189687,OBJECTID_height_lidar,65987,regular
101189687,building:ID,2539,WroclawGIS
101189687,building,yes,regular
101189687,colour,#ffe0a0,building
101189687,height,3.11,regular
101189687,colour,#787878,roof
101189687,shape,flat,roof
101189687,source,WroclawGIS,regular
101189687,height,lidar_ALS-2015_UM_W-w_height-max,source
101189689,building:ID,58704,WroclawGIS
101189689,building,yes,regular
101189697,OBJECTID_height_lidar,52940,regular
101189697,building:ID,27274,WroclawGIS
101189697,building,garage,regular
101189697,colour,#ffe0a0,building
101189697,levels,1,building
101189697,height,2.88,regular
101189697,colour,#787878,roof
101189697,shape,flat,roof
101189697,height,lidar_ALS-2015_UM_W-w_height-max,source
101189702,building:ID,105939,WroclawGIS
101189702,building,yes,regular
101189713,building:ID,95991,WroclawGIS
101189713,building,yes,regular
101189713,source,WroclawGIS,regular
101189718,building:ID,11761,WroclawGIS
101189718,building,yes,regular
101189718,colour,#efe1e1,building
101189718,levels,5,building
101189718,colour,#787878,roof
101189718,shape,flat,roof
101189719,building:ID,38391,WroclawGIS
101189719,city,Wrocław,addr
101189719,housenumber,9,addr
101189719,postcode,50-077,addr
101189719,street,Kazimierza Wielkiego,addr
101189719,street:sym_ul,08265,addr
101189719,building,yes,regular
101189719,heritage,2,regular
101189719,operator,nid,heritage
101189719,historic,building,regular
101189719,nid,A-598988 251 z 30.12.1970,ref
101189719,start_date,C18,regular
101189720,building:ID,42662,WroclawGIS
101189720,building,yes,regular
101189720,source,WroclawGIS,regular
101189727,building:ID,92923,WroclawGIS
101189727,building,yes,regular
101189729,building:ID,119015,WroclawGIS
101189729,housenumber,34,addr
101189729,postcode,50-950,addr
101189729,street,Cypriana Kamila Norwida,addr
101189729,alt_name,RZGW Wrocław,regular
101189729,building,yes,regular
101189729,name,Regionalny Zarząd Gospodarki Wodnej we Wrocławiu,regular
101189729,source,WroclawGIS,regular
101189732,building:ID,28815,WroclawGIS
