id,user,uid,version,changeset,timestamp
101133148,rowers2,2445224,6,49547194,2017-06-15T04:45:46Z
101133160,rowers2,2445224,7,47768181,2017-04-14T06:56:18Z
101133171,rowers2,2445224,6,47766770,2017-04-14T06:09:39Z
101133173,rowers2,2445224,6,49029169,2017-05-27T17:01:48Z
101133174,rowers2,2445224,8,47768771,2017-04-14T07:16:18Z
101133175,rowers2,2445224,7,49421818,2017-06-10T14:22:17Z
101133181,rowers2,2445224,7,47768771,2017-04-14T07:16:18Z
101133183,rowers2,2445224,6,47768181,2017-04-14T06:56:18Z
101133184,rowers2,2445224,9,47769223,2017-04-14T07:31:11Z
101133187,rowers2,2445224,6,47768771,2017-04-14T07:16:19Z
101133194,rowers2,2445224,7,49029169,2017-05-27T17:01:48Z
101133195,rowers2,2445224,9,47769223,2017-04-14T07:31:11Z
101133197,rowers2,2445224,13,47768771,2017-04-14T07:16:19Z
101133198,rowers2,2445224,7,47773593,2017-04-14T09:33:20Z
101133202,rowers2,2445224,5,49547194,2017-06-15T04:45:47Z
101133203,rowers2,2445224,4,47768484,2017-04-14T07:06:40Z
101133206,rowers2,2445224,8,47769223,2017-04-14T07:31:11Z
101133221,maraf24,2098272,9,55010333,2017-12-29T13:48:01Z
101133223,rowers2,2445224,7,49547194,2017-06-15T04:45:48Z
101133225,rowers2,2445224,6,47768484,2017-04-14T07:06:40Z
101133227,rowers2,2445224,6,49767680,2017-06-23T10:50:47Z
101133228,rowers2,2445224,7,49255419,2017-06-05T03:05:42Z
101133233,one_half_3544,95117,7,52365526,2017-09-25T19:35:01Z
101133237,Holek,171632,9,51646341,2017-09-01T14:47:59Z
101133239,rowers2,2445224,6,49029169,2017-05-27T17:01:48Z
101133251,rowers2,2445224,6,49767703,2017-06-23T10:52:10Z
101133254,rowers2,2445224,12,49421818,2017-06-10T14:22:17Z
101133256,rowers2,2445224,9,47769223,2017-04-14T07:31:12Z
101133260,rowers2,2445224,5,49547194,2017-06-15T04:45:48Z
101133263,rowers2,2445224,6,47766770,2017-04-14T06:09:40Z
101133264,rowers2,2445224,5,49029070,2017-05-27T16:56:18Z
101133267,rowers2,2445224,5,47766558,2017-04-14T06:01:03Z
101133271,rowers2,2445224,6,47768181,2017-04-14T06:56:18Z
101133274,rowers2,2445224,8,47766558,2017-04-14T06:01:03Z
101133275,rowers2,2445224,7,49421801,2017-06-10T14:21:05Z
101133280,rowers2,2445224,7,47766558,2017-04-14T06:01:04Z
101133281,rowers2,2445224,6,47766770,2017-04-14T06:09:40Z
101133286,rowers2,2445224,7,47766558,2017-04-14T06:01:04Z
101133289,rowers2,2445224,8,50544085,2017-07-25T03:08:57Z
101133291,rowers2,2445224,8,50544085,2017-07-25T03:08:58Z
101133295,rowers2,2445224,5,47768484,2017-04-14T07:06:40Z
101133309,rowers2,2445224,6,47766770,2017-04-14T06:09:40Z
101133312,rowers2,2445224,7,47768484,2017-04-14T07:06:40Z
101133321,rowers2,2445224,7,49421818,2017-06-10T14:22:18Z
101133323,rowers2,2445224,7,49163844,2017-06-01T12:38:03Z
101133325,rowers2,2445224,5,49547194,2017-06-15T04:45:50Z
101133326,rowers2,2445224,6,49547194,2017-06-15T04:45:50Z
101133330,rowers2,2445224,7,47768771,2017-04-14T07:16:21Z
101133334,rowers2,2445224,6,49029169,2017-05-27T17:01:48Z
101133336,rowers2,2445224,9,47766558,2017-04-14T06:01:04Z
101133339,rowers2,2445224,11,47768771,2017-04-14T07:16:21Z
101133344,rowers2,2445224,8,47766558,2017-04-14T06:01:04Z
101133350,rowers2,2445224,8,47768484,2017-04-14T07:06:41Z
101133354,rowers2,2445224,6,47768771,2017-04-14T07:16:21Z
101133357,rowers2,2445224,4,49355910,2017-06-08T06:25:11Z
101133369,rowers2,2445224,7,47768771,2017-04-14T07:16:22Z
101133370,rowers2,2445224,6,49421818,2017-06-10T14:22:18Z
101133372,rowers2,2445224,8,47768771,2017-04-14T07:16:22Z
101133373,rowers2,2445224,6,47768771,2017-04-14T07:16:22Z
101133376,rowers2,2445224,7,47773593,2017-04-14T09:33:21Z
101133380,rowers2,2445224,9,47768484,2017-04-14T07:06:41Z
101133385,rowers2,2445224,8,47766558,2017-04-14T06:01:04Z
101133388,rowers2,2445224,7,47768181,2017-04-14T06:56:18Z
101133389,rowers2,2445224,7,47766558,2017-04-14T06:01:04Z
101133400,rowers2,2445224,5,49547194,2017-06-15T04:45:51Z
101133405,rowers2,2445224,7,49421801,2017-06-10T14:21:05Z
101133409,rowers2,2445224,5,49547194,2017-06-15T04:45:52Z
101133419,rowers2,2445224,7,47766558,2017-04-14T06:01:05Z
101133422,rowers2,2445224,6,47766770,2017-04-14T06:09:40Z
101133423,rowers2,2445224,7,47768181,2017-04-14T06:56:18Z
101133426,rowers2,2445224,7,47768484,2017-04-14T07:06:41Z
101133429,rowers2,2445224,6,47768771,2017-04-14T07:16:22Z
101133430,rowers2,2445224,9,47769223,2017-04-14T07:31:12Z
101133436,rowers2,2445224,6,47768484,2017-04-14T07:06:41Z
101133437,rowers2,2445224,9,47768484,2017-04-14T07:06:41Z
101133440,rowers2,2445224,7,49255419,2017-06-05T03:05:43Z
101133443,rowers2,2445224,6,49355910,2017-06-08T06:25:11Z
101133445,rowers2,2445224,7,49255419,2017-06-05T03:05:43Z
101133461,rowers2,2445224,7,47768771,2017-04-14T07:16:22Z
101133465,rowers2,2445224,6,47766770,2017-04-14T06:09:40Z
101133470,rowers2,2445224,7,47766770,2017-04-14T06:09:40Z
101133471,rowers2,2445224,8,47766558,2017-04-14T06:01:05Z
101133472,rowers2,2445224,6,49547194,2017-06-15T04:45:53Z
101133475,rowers2,2445224,11,47768484,2017-04-14T07:06:41Z
101133479,rowers2,2445224,5,47768484,2017-04-14T07:06:41Z
101133483,rowers2,2445224,6,47766770,2017-04-14T06:09:40Z
101133485,rowers2,2445224,8,47768771,2017-04-14T07:16:22Z
101133489,rowers2,2445224,6,49767703,2017-06-23T10:52:10Z
101133490,rowers2,2445224,6,47768181,2017-04-14T06:56:18Z
101133493,rowers2,2445224,6,47768484,2017-04-14T07:06:42Z
101133495,rowers2,2445224,9,47766558,2017-04-14T06:01:05Z
101133497,rowers2,2445224,9,47766770,2017-04-14T06:09:40Z
101133501,rowers2,2445224,7,47768771,2017-04-14T07:16:23Z
101133505,rowers2,2445224,6,47766770,2017-04-14T06:09:40Z
101133507,rowers2,2445224,8,49421801,2017-06-10T14:21:05Z
101133511,rowers2,2445224,8,49421801,2017-06-10T14:21:05Z
101133512,rowers2,2445224,8,47766558,2017-04-14T06:01:05Z
101133516,rowers2,2445224,6,47766770,2017-04-14T06:09:40Z
101133519,rowers2,2445224,8,47768771,2017-04-14T07:16:23Z
101133531,rowers2,2445224,8,47768771,2017-04-14T07:16:23Z
101133535,rowers2,2445224,6,49356087,2017-06-08T06:32:25Z
101133538,rowers2,2445224,8,47769223,2017-04-14T07:31:12Z
101133544,rowers2,2445224,12,47769223,2017-04-14T07:31:12Z
101133545,rowers2,2445224,7,47768181,2017-04-14T06:56:19Z
101133551,rowers2,2445224,6,47768771,2017-04-14T07:16:24Z
101133556,rowers2,2445224,7,49421818,2017-06-10T14:22:18Z
101133563,rowers2,2445224,10,49356087,2017-06-08T06:32:25Z
101133567,rowers2,2445224,7,49255419,2017-06-05T03:05:43Z
101133569,rowers2,2445224,6,49356117,2017-06-08T06:33:42Z
101133572,wmyrda,1980824,12,51404903,2017-08-24T12:04:28Z
101133576,rowers2,2445224,6,47766770,2017-04-14T06:09:40Z
101133595,rowers2,2445224,12,49029169,2017-05-27T17:01:49Z
101133596,rowers2,2445224,7,47765378,2017-04-14T04:53:37Z
101133603,rowers2,2445224,10,47768484,2017-04-14T07:06:42Z
101133604,rowers2,2445224,7,47768484,2017-04-14T07:06:42Z
101133605,rowers2,2445224,9,47768484,2017-04-14T07:06:42Z
101133610,rowers2,2445224,8,47768771,2017-04-14T07:16:24Z
101133613,rowers2,2445224,6,47766558,2017-04-14T06:01:05Z
101133615,rowers2,2445224,8,47766558,2017-04-14T06:01:05Z
101133616,rowers2,2445224,7,47768771,2017-04-14T07:16:24Z
101133617,rowers2,2445224,6,49767703,2017-06-23T10:52:10Z
101133622,rowers2,2445224,7,47768771,2017-04-14T07:16:24Z
101133623,rowers2,2445224,9,47768484,2017-04-14T07:06:43Z
101133624,rowers2,2445224,8,47768484,2017-04-14T07:06:43Z
101133640,rowers2,2445224,8,50544085,2017-07-25T03:08:58Z
101133642,rowers2,2445224,7,47768771,2017-04-14T07:16:24Z
101133648,rowers2,2445224,8,47768484,2017-04-14T07:06:43Z
101133652,rowers2,2445224,6,47766770,2017-04-14T06:09:40Z
101133653,rowers2,2445224,7,49421978,2017-06-10T14:31:20Z
101133656,rowers2,2445224,6,47768181,2017-04-14T06:56:19Z
101133657,rowers2,2445224,8,49029169,2017-05-27T17:01:49Z
101133662,rowers2,2445224,6,49547194,2017-06-15T04:45:57Z
101133688,rowers2,2445224,6,47768484,2017-04-14T07:06:43Z
101133697,rowers2,2445224,7,49255419,2017-06-05T03:05:44Z
101133700,rowers2,2445224,6,47766770,2017-04-14T06:09:40Z
101133701,rowers2,2445224,6,47766558,2017-04-14T06:01:06Z
101133704,rowers2,2445224,7,47766558,2017-04-14T06:01:06Z
101133711,rowers2,2445224,8,47766558,2017-04-14T06:01:06Z
101133717,rowers2,2445224,13,47768771,2017-04-14T07:16:24Z
101133718,rowers2,2445224,6,47766558,2017-04-14T06:01:06Z
101133725,rowers2,2445224,12,47768484,2017-04-14T07:06:43Z
101133728,rowers2,2445224,8,49029169,2017-05-27T17:01:49Z
101133730,rowers2,2445224,5,49547194,2017-06-15T04:45:59Z
101133733,rowers2,2445224,7,49421801,2017-06-10T14:21:05Z
101133734,Ancymon,1593161,7,48507622,2017-05-08T17:01:59Z
101133739,rowers2,2445224,8,47768484,2017-04-14T07:06:44Z
101133747,rowers2,2445224,6,47766770,2017-04-14T06:09:41Z
101133751,rowers2,2445224,7,47766558,2017-04-14T06:01:06Z
101133752,rowers2,2445224,7,47768771,2017-04-14T07:16:24Z
101133753,rowers2,2445224,15,47768771,2017-04-14T07:16:25Z
101133756,rowers2,2445224,6,47768181,2017-04-14T06:56:19Z
101133758,rowers2,2445224,7,47766770,2017-04-14T06:09:41Z
101133763,rowers2,2445224,6,47766770,2017-04-14T06:09:41Z
101133768,rowers2,2445224,6,47766770,2017-04-14T06:09:41Z
101133777,rowers2,2445224,7,47768771,2017-04-14T07:16:25Z
101133778,rowers2,2445224,8,47769223,2017-04-14T07:31:13Z
101133782,rowers2,2445224,6,47773593,2017-04-14T09:33:21Z
101133788,rowers2,2445224,6,47766770,2017-04-14T06:09:41Z
101133791,rowers2,2445224,6,47768181,2017-04-14T06:56:19Z
101133792,rowers2,2445224,7,47768484,2017-04-14T07:06:44Z
101133795,Holek,171632,8,51646341,2017-09-01T14:47:59Z
101133796,rowers2,2445224,6,49767703,2017-06-23T10:52:10Z
101133802,rowers2,2445224,10,47769223,2017-04-14T07:31:13Z
101133805,rowers2,2445224,7,47768484,2017-04-14T07:06:44Z
101133808,rowers2,2445224,7,49029169,2017-05-27T17:01:49Z
101133810,rowers2,2445224,5,49547194,2017-06-15T04:46:01Z
101133814,rowers2,2445224,7,49421818,2017-06-10T14:22:18Z
101133818,rowers2,2445224,6,49547194,2017-06-15T04:46:01Z
101133819,rowers2,2445224,6,49356087,2017-06-08T06:32:26Z
101133821,rowers2,2445224,6,47765378,2017-04-14T04:53:43Z
101133822,rowers2,2445224,6,47768181,2017-04-14T06:56:19Z
101133828,rowers2,2445224,6,47766770,2017-04-14T06:09:41Z
101133829,rowers2,2445224,7,47766558,2017-04-14T06:01:06Z
101133834,rowers2,2445224,7,49355376,2017-06-08T06:03:11Z
101133842,rowers2,2445224,5,49547194,2017-06-15T04:46:01Z
101133846,rowers2,2445224,9,47769223,2017-04-14T07:31:13Z
101133848,rowers2,2445224,6,47768181,2017-04-14T06:56:19Z
101133850,rowers2,2445224,7,47768484,2017-04-14T07:06:44Z
101133856,rowers2,2445224,6,47768181,2017-04-14T06:56:19Z
101133858,rowers2,2445224,6,47766770,2017-04-14T06:09:41Z
101133864,rowers2,2445224,7,47768771,2017-04-14T07:16:26Z
101133865,rowers2,2445224,8,47768771,2017-04-14T07:16:26Z
101133866,rowers2,2445224,10,47768484,2017-04-14T07:06:44Z
101133867,rowers2,2445224,7,49163844,2017-06-01T12:38:03Z
101133871,rowers2,2445224,6,49355910,2017-06-08T06:25:12Z
101133887,rowers2,2445224,7,47768771,2017-04-14T07:16:26Z
101133893,rowers2,2445224,8,47766558,2017-04-14T06:01:06Z
101133899,rowers2,2445224,11,47768771,2017-04-14T07:16:26Z
101133900,rowers2,2445224,10,47769223,2017-04-14T07:31:14Z
101133922,rowers2,2445224,5,49547194,2017-06-15T04:46:02Z
101133929,rowers2,2445224,6,47768181,2017-04-14T06:56:20Z
101133931,rowers2,2445224,6,49355910,2017-06-08T06:25:12Z
101133932,rowers2,2445224,8,47768771,2017-04-14T07:16:26Z
101133933,rowers2,2445224,7,47768771,2017-04-14T07:16:27Z
101133934,rowers2,2445224,7,47768484,2017-04-14T07:06:45Z
101133935,rowers2,2445224,9,47768484,2017-04-14T07:06:45Z
101133937,rowers2,2445224,7,49421801,2017-06-10T14:21:06Z
101133939,rowers2,2445224,7,49421818,2017-06-10T14:22:19Z
101133940,rowers2,2445224,7,47768771,2017-04-14T07:16:27Z
101133945,rowers2,2445224,7,47768181,2017-04-14T06:56:20Z
101133949,rowers2,2445224,6,47768771,2017-04-14T07:16:27Z
101133950,rowers2,2445224,7,47766558,2017-04-14T06:01:07Z
101133955,rowers2,2445224,6,47766770,2017-04-14T06:09:42Z
101133956,rowers2,2445224,6,47768484,2017-04-14T07:06:45Z
101133957,rowers2,2445224,8,47768484,2017-04-14T07:06:45Z
101133959,rowers2,2445224,6,49163844,2017-06-01T12:38:03Z
101133966,rowers2,2445224,8,49547194,2017-06-15T04:46:03Z
101133968,rowers2,2445224,8,47768771,2017-04-14T07:16:27Z
101133969,rowers2,2445224,7,49029070,2017-05-27T16:56:18Z
101133972,rowers2,2445224,5,49547194,2017-06-15T04:46:03Z
101133974,rowers2,2445224,7,47766770,2017-04-14T06:09:42Z
101133977,rowers2,2445224,7,47768181,2017-04-14T06:56:20Z
101133979,rowers2,2445224,6,49421801,2017-06-10T14:21:06Z
101133980,rowers2,2445224,8,49029169,2017-05-27T17:01:49Z
101133983,rowers2,2445224,7,47768771,2017-04-14T07:16:27Z
101133986,rowers2,2445224,7,47768771,2017-04-14T07:16:28Z
101133992,rowers2,2445224,6,49029169,2017-05-27T17:01:49Z
101133993,rowers2,2445224,12,47768771,2017-04-14T07:16:28Z
101134003,rowers2,2445224,5,49355910,2017-06-08T06:25:12Z
101134004,rowers2,2445224,6,47766558,2017-04-14T06:01:07Z
101134006,rowers2,2445224,6,47766770,2017-04-14T06:09:42Z
101134024,rowers2,2445224,7,47768484,2017-04-14T07:06:45Z
101134025,rowers2,2445224,8,47768484,2017-04-14T07:06:45Z
101134026,rowers2,2445224,7,47766558,2017-04-14T06:01:07Z
101134029,rowers2,2445224,6,49421818,2017-06-10T14:22:19Z
101134033,rowers2,2445224,7,47768181,2017-04-14T06:56:21Z
101134034,rowers2,2445224,7,47768771,2017-04-14T07:16:28Z
101134036,rowers2,2445224,7,47768771,2017-04-14T07:16:28Z
101134037,rowers2,2445224,7,47766558,2017-04-14T06:01:07Z
101134038,rowers2,2445224,6,49355910,2017-06-08T06:25:12Z
101134040,rowers2,2445224,7,49767703,2017-06-23T10:52:11Z
101134042,rowers2,2445224,5,49547194,2017-06-15T04:46:05Z
101134044,rowers2,2445224,6,47766770,2017-04-14T06:09:42Z
101134047,rowers2,2445224,6,49547194,2017-06-15T04:46:05Z
101134050,rowers2,2445224,6,47766770,2017-04-14T06:09:42Z
101134056,rowers2,2445224,7,50714878,2017-07-31T09:47:45Z
101134067,rowers2,2445224,6,47766770,2017-04-14T06:09:42Z
101134080,rowers2,2445224,7,47768771,2017-04-14T07:16:28Z
101134082,rowers2,2445224,8,49421801,2017-06-10T14:21:06Z
101134087,rowers2,2445224,6,47768484,2017-04-14T07:06:45Z
101134090,rowers2,2445224,7,47773593,2017-04-14T09:33:22Z
101134091,rowers2,2445224,7,47766558,2017-04-14T06:01:08Z
101134092,rowers2,2445224,13,49029070,2017-05-27T16:56:18Z
101134097,rowers2,2445224,5,47766558,2017-04-14T06:01:09Z
101134099,rowers2,2445224,7,49421818,2017-06-10T14:22:19Z
101134101,rowers2,2445224,8,49355910,2017-06-08T06:25:12Z
101134104,rowers2,2445224,9,47769223,2017-04-14T07:31:15Z
101134108,rowers2,2445224,6,47766558,2017-04-14T06:01:09Z
101134111,rowers2,2445224,7,47768771,2017-04-14T07:16:29Z
101134116,rowers2,2445224,6,47768771,2017-04-14T07:16:29Z
101134119,rowers2,2445224,8,47766558,2017-04-14T06:01:09Z
101134122,rowers2,2445224,7,50591442,2017-07-26T14:21:36Z
101134127,rowers2,2445224,6,47768181,2017-04-14T06:56:21Z
101134133,rowers2,2445224,8,47769223,2017-04-14T07:31:15Z
101134138,rowers2,2445224,7,49767680,2017-06-23T10:50:47Z
101134139,rowers2,2445224,5,49547194,2017-06-15T04:46:07Z
101134143,rowers2,2445224,6,47766770,2017-04-14T06:09:42Z
101134151,rowers2,2445224,6,49421801,2017-06-10T14:21:06Z
101134154,rowers2,2445224,7,47768484,2017-04-14T07:06:45Z
101134155,rowers2,2445224,5,49029090,2017-05-27T16:57:59Z
101134156,rowers2,2445224,6,47768181,2017-04-14T06:56:21Z
101134162,rowers2,2445224,6,47766558,2017-04-14T06:01:09Z
101134167,rowers2,2445224,6,47768181,2017-04-14T06:56:21Z
101134175,rowers2,2445224,8,50544085,2017-07-25T03:08:58Z
101134184,rowers2,2445224,9,47768771,2017-04-14T07:16:30Z
101134188,rowers2,2445224,6,49547194,2017-06-15T04:46:07Z
101134191,rowers2,2445224,7,49421978,2017-06-10T14:31:20Z
101134193,rowers2,2445224,6,49356087,2017-06-08T06:32:26Z
101134196,rowers2,2445224,7,47766558,2017-04-14T06:01:10Z
101134201,rowers2,2445224,7,49163844,2017-06-01T12:38:03Z
101134202,rowers2,2445224,9,47769223,2017-04-14T07:31:16Z
101134206,rowers2,2445224,8,48951468,2017-05-24T16:06:55Z
101134211,rowers2,2445224,7,47768771,2017-04-14T07:16:30Z
101134215,rowers2,2445224,6,47766770,2017-04-14T06:09:42Z
101134216,Władysław Komorek,693154,12,49875134,2017-06-27T22:31:04Z
101134219,rowers2,2445224,7,47768484,2017-04-14T07:06:46Z
101134223,rowers2,2445224,8,47766558,2017-04-14T06:01:10Z
101134224,rowers2,2445224,7,47773593,2017-04-14T09:33:23Z
101134230,rowers2,2445224,6,47766770,2017-04-14T06:09:42Z
101134236,rowers2,2445224,7,49255419,2017-06-05T03:05:45Z
101134239,rowers2,2445224,6,47766558,2017-04-14T06:01:10Z
101134242,rowers2,2445224,8,47773593,2017-04-14T09:33:23Z
101134243,one_half_3544,95117,7,52365526,2017-09-25T19:35:02Z
101134244,rowers2,2445224,6,47766558,2017-04-14T06:01:10Z
101134247,rowers2,2445224,7,47766558,2017-04-14T06:01:10Z
101134256,rowers2,2445224,6,49356117,2017-06-08T06:33:42Z
101134258,rowers2,2445224,6,49029169,2017-05-27T17:01:49Z
101134259,rowers2,2445224,6,47768771,2017-04-14T07:16:30Z
101134283,rowers2,2445224,7,47766558,2017-04-14T06:01:11Z
101134289,rowers2,2445224,6,47768484,2017-04-14T07:06:46Z
101134290,rowers2,2445224,6,49421801,2017-06-10T14:21:06Z
101134292,rowers2,2445224,7,49421801,2017-06-10T14:21:06Z
101134294,rowers2,2445224,13,47768771,2017-04-14T07:16:30Z
101134302,rowers2,2445224,11,47768181,2017-04-14T06:56:22Z
101134303,rowers2,2445224,6,49912834,2017-06-29T09:21:54Z
101134306,rowers2,2445224,6,47766770,2017-04-14T06:09:42Z
101134308,rowers2,2445224,8,49356087,2017-06-08T06:32:26Z
101134311,rowers2,2445224,6,47766558,2017-04-14T06:01:12Z
101134314,rowers2,2445224,6,49421801,2017-06-10T14:21:06Z
101134315,rowers2,2445224,7,49163844,2017-06-01T12:38:04Z
101134316,rowers2,2445224,5,47766558,2017-04-14T06:01:12Z
101134318,rowers2,2445224,8,47768181,2017-04-14T06:56:22Z
101134329,rowers2,2445224,6,47773593,2017-04-14T09:33:23Z
101134331,rowers2,2445224,5,49547194,2017-06-15T04:46:11Z
101134332,rowers2,2445224,6,49356117,2017-06-08T06:33:43Z
101134335,Zbigniew_Czernik,163896,13,55077874,2018-01-01T15:03:30Z
101134343,rowers2,2445224,6,49163844,2017-06-01T12:38:04Z
101134344,rowers2,2445224,7,47768771,2017-04-14T07:16:31Z
101134346,rowers2,2445224,7,49421818,2017-06-10T14:22:19Z
101134348,rowers2,2445224,11,47769223,2017-04-14T07:31:16Z
101134353,rowers2,2445224,5,49029070,2017-05-27T16:56:19Z
101134356,rowers2,2445224,6,47768484,2017-04-14T07:06:46Z
101134357,rowers2,2445224,6,47766558,2017-04-14T06:01:12Z
101134363,rowers2,2445224,5,49029070,2017-05-27T16:56:19Z
101134364,rowers2,2445224,7,47768771,2017-04-14T07:16:31Z
101134374,rowers2,2445224,7,49547194,2017-06-15T04:46:12Z
101134377,rowers2,2445224,12,49421818,2017-06-10T14:22:19Z
101134391,rowers2,2445224,5,49355972,2017-06-08T06:27:19Z
101134393,rowers2,2445224,8,49356087,2017-06-08T06:32:26Z
101134394,rowers2,2445224,6,47768771,2017-04-14T07:16:31Z
101134395,rowers2,2445224,7,47766558,2017-04-14T06:01:12Z
101134396,rowers2,2445224,8,47768181,2017-04-14T06:56:22Z
101134402,rowers2,2445224,6,47766770,2017-04-14T06:09:43Z
101134405,rowers2,2445224,7,47768484,2017-04-14T07:06:46Z
101134406,rowers2,2445224,8,47766558,2017-04-14T06:01:12Z
101134409,rowers2,2445224,5,49547194,2017-06-15T04:46:14Z
101134416,rowers2,2445224,5,49355910,2017-06-08T06:25:12Z
101134418,rowers2,2445224,6,49547194,2017-06-15T04:46:14Z
101134420,rowers2,2445224,10,47768181,2017-04-14T06:56:22Z
101134432,rowers2,2445224,7,47766558,2017-04-14T06:01:12Z
101134439,rowers2,2445224,7,47768771,2017-04-14T07:16:31Z
101134441,rowers2,2445224,7,49421818,2017-06-10T14:22:19Z
101134450,rowers2,2445224,8,50544085,2017-07-25T03:08:58Z
101134456,rowers2,2445224,6,49421801,2017-06-10T14:21:06Z
101134457,rowers2,2445224,7,47766770,2017-04-14T06:09:43Z
101134458,rowers2,2445224,7,49421818,2017-06-10T14:22:20Z
101134459,rowers2,2445224,6,49356117,2017-06-08T06:33:43Z
101134460,rowers2,2445224,6,49767703,2017-06-23T10:52:11Z
101134464,rowers2,2445224,7,47768484,2017-04-14T07:06:46Z
101134467,rowers2,2445224,6,49912834,2017-06-29T09:21:55Z
101134473,maraf24,2098272,11,55218018,2018-01-06T18:10:02Z
101134483,rowers2,2445224,7,49163844,2017-06-01T12:38:04Z
101134497,rowers2,2445224,10,47768771,2017-04-14T07:16:31Z
101134499,rowers2,2445224,6,47768181,2017-04-14T06:56:22Z
101134515,rowers2,2445224,7,47768771,2017-04-14T07:16:32Z
101134527,rowers2,2445224,7,49255419,2017-06-05T03:05:45Z
101134539,rowers2,2445224,4,49355910,2017-06-08T06:25:13Z
101134544,maraf24,2098272,9,54784650,2017-12-20T11:55:29Z
101134545,rowers2,2445224,8,47766558,2017-04-14T06:01:13Z
101134546,rowers2,2445224,6,47768484,2017-04-14T07:06:46Z
101134550,rowers2,2445224,7,47768771,2017-04-14T07:16:32Z
101134556,rowers2,2445224,8,47768484,2017-04-14T07:06:46Z
101134558,rowers2,2445224,6,49163844,2017-06-01T12:38:04Z
101134559,rowers2,2445224,7,47768484,2017-04-14T07:06:47Z
101134562,rowers2,2445224,5,49547194,2017-06-15T04:46:16Z
101134566,rowers2,2445224,6,49029169,2017-05-27T17:01:49Z
101134571,rowers2,2445224,7,47768771,2017-04-14T07:16:32Z
101134574,rowers2,2445224,8,47766558,2017-04-14T06:01:13Z
101134578,rowers2,2445224,7,49421818,2017-06-10T14:22:20Z
101134580,rowers2,2445224,6,47768771,2017-04-14T07:16:32Z
101134583,rowers2,2445224,6,47768181,2017-04-14T06:56:22Z
101134589,rowers2,2445224,8,47766558,2017-04-14T06:01:13Z
101134590,rowers2,2445224,8,47768484,2017-04-14T07:06:47Z
101134595,rowers2,2445224,6,47766558,2017-04-14T06:01:13Z
101134597,rowers2,2445224,9,47769223,2017-04-14T07:31:16Z
101134598,rowers2,2445224,10,49547194,2017-06-15T04:46:17Z
101134609,rowers2,2445224,7,47766558,2017-04-14T06:01:13Z
101134613,rowers2,2445224,7,49421801,2017-06-10T14:21:06Z
101134615,rowers2,2445224,7,49255419,2017-06-05T03:05:46Z
101134617,rowers2,2445224,7,49421818,2017-06-10T14:22:20Z
101134627,rowers2,2445224,7,47766558,2017-04-14T06:01:13Z
101134629,rowers2,2445224,9,49767703,2017-06-23T10:52:11Z
101134634,one_half_3544,95117,7,52365526,2017-09-25T19:35:02Z
101134635,rowers2,2445224,5,49029070,2017-05-27T16:56:19Z
101134638,rowers2,2445224,12,49163844,2017-06-01T12:38:04Z
101134641,rowers2,2445224,5,49547194,2017-06-15T04:46:19Z
101134643,rowers2,2445224,6,47766558,2017-04-14T06:01:13Z
101134645,rowers2,2445224,5,47766558,2017-04-14T06:01:14Z
101134647,rowers2,2445224,7,47766558,2017-04-14T06:01:14Z
101134649,rowers2,2445224,7,47768771,2017-04-14T07:16:32Z
101134653,rowers2,2445224,6,47768484,2017-04-14T07:06:47Z
101134654,rowers2,2445224,7,47766558,2017-04-14T06:01:14Z
101134659,rowers2,2445224,8,47766558,2017-04-14T06:01:14Z
101134661,rowers2,2445224,5,49355910,2017-06-08T06:25:13Z
101134664,rowers2,2445224,7,49355910,2017-06-08T06:25:13Z
101134666,rowers2,2445224,5,49547194,2017-06-15T04:46:20Z
101134669,rowers2,2445224,6,49421818,2017-06-10T14:22:20Z
101134670,rowers2,2445224,6,47766558,2017-04-14T06:01:14Z
101134686,rowers2,2445224,14,47769223,2017-04-14T07:31:17Z
101134694,rowers2,2445224,8,49547194,2017-06-15T04:46:21Z
101134708,rowers2,2445224,7,47768771,2017-04-14T07:16:33Z
101134717,rowers2,2445224,6,47766558,2017-04-14T06:01:14Z
101134719,rowers2,2445224,7,47768771,2017-04-14T07:16:33Z
101134722,rowers2,2445224,6,47768181,2017-04-14T06:56:22Z
101134733,rowers2,2445224,8,47766558,2017-04-14T06:01:14Z
101134738,rowers2,2445224,7,47768771,2017-04-14T07:16:33Z
101134747,rowers2,2445224,7,49163844,2017-06-01T12:38:04Z
101134748,rowers2,2445224,6,47766770,2017-04-14T06:09:43Z
101134750,rowers2,2445224,6,49029169,2017-05-27T17:01:49Z
101134752,rowers2,2445224,7,49421801,2017-06-10T14:21:06Z
101134759,rowers2,2445224,6,47766558,2017-04-14T06:01:15Z
101134761,rowers2,2445224,10,47768484,2017-04-14T07:06:47Z
101134762,rowers2,2445224,6,49767703,2017-06-23T10:52:11Z
101134776,rowers2,2445224,6,47766770,2017-04-14T06:09:43Z
101134782,rowers2,2445224,7,47766558,2017-04-14T06:01:15Z
101134805,rowers2,2445224,12,47768484,2017-04-14T07:06:47Z
101134811,rowers2,2445224,7,49163844,2017-06-01T12:38:04Z
101134812,rowers2,2445224,10,47768771,2017-04-14T07:16:33Z
101134813,rowers2,2445224,7,47768181,2017-04-14T06:56:22Z
101134817,rowers2,2445224,6,49029169,2017-05-27T17:01:50Z
