2016-01,82
2016-02,103
2016-03,129
2016-04,58
2016-05,207
2016-06,172
2016-07,236
2016-08,429
2016-09,165
2016-10,460
2016-11,108
2016-12,708
2017-01,3180
2017-02,372
2017-03,1646
2017-04,5026
2017-05,735
2017-06,8161
2017-07,6446
2017-08,2270
2017-09,436
2017-10,221
2017-11,102
2017-12,456
2018-01,47
33983
